,carat,cut,color,clarity,depth percentage,table,length,width,depth,price
42588,0.58,4,3,3,61.4,55.0,5.38,5.41,3.31,1330
36637,0.41,1,6,3,63.8,56.0,4.72,4.68,3.0,947
15474,1.05,4,6,3,60.7,60.0,6.52,6.56,3.97,6196
44055,0.52,2,4,4,63.9,57.0,5.08,5.12,3.26,1550
47722,0.52,4,5,4,61.7,56.0,5.16,5.21,3.2,1888
30596,0.31,3,6,4,60.7,59.0,4.35,4.38,2.65,734
13376,0.26,2,6,4,59.6,63.0,4.13,4.16,2.47,420
40097,0.33,4,3,7,62.2,57.0,4.46,4.41,2.76,1114
9232,1.02,1,6,3,64.3,54.0,6.32,6.27,4.05,4558
40538,0.36,3,3,8,62.5,60.0,4.53,4.49,2.82,1148
959,0.66,4,3,7,61.5,56.0,5.61,5.58,3.44,2890
45865,0.32,0,4,4,59.6,60.0,4.42,4.34,2.61,1715
52252,0.71,4,4,3,60.8,57.0,5.75,5.8,3.51,2487
8338,0.9,2,4,4,59.6,59.0,6.27,6.31,3.75,4397
16425,1.03,4,2,6,62.4,53.0,6.45,6.51,4.05,6560
46776,0.59,4,3,5,64.1,54.0,5.37,5.3,3.42,1803
13439,1.46,3,1,2,62.4,59.0,7.21,7.16,4.49,5519
2751,0.81,1,3,4,62.9,58.0,5.88,5.94,3.72,3250
2332,0.76,4,5,3,61.8,57.0,5.84,5.87,3.62,3170
41797,0.6,2,5,2,63.2,60.0,5.32,5.28,3.35,1250
2525,1.02,4,3,2,62.3,56.0,6.39,6.35,3.97,3204
38541,0.34,3,6,4,62.1,58.0,4.5,4.45,2.78,1033
51277,0.84,0,1,4,65.1,57.0,5.91,5.85,3.83,2359
46102,0.57,1,4,5,58.3,61.0,5.49,5.54,3.21,1741
38721,0.41,4,2,7,62.7,54.0,4.78,4.79,3.0,1043
32041,0.31,4,6,6,61.9,56.0,4.32,4.37,2.69,779
16823,1.2,1,2,4,63.3,59.0,6.74,6.78,4.28,6710
1058,0.31,3,1,4,59.8,60.0,4.42,4.38,2.63,558
10688,1.01,0,5,3,65.3,59.0,6.13,6.19,4.02,4844
34074,0.4,2,4,5,60.9,61.0,4.75,4.78,2.9,851
3321,0.52,4,6,7,62.1,54.0,5.15,5.18,3.21,3373
5481,1.02,1,6,2,57.5,62.0,6.6,6.62,3.8,3839
12199,1.21,2,1,3,61.2,62.0,6.81,6.84,4.18,5190
12474,1.02,4,2,3,60.8,58.0,6.47,6.49,3.94,5251
49647,0.3,3,2,3,59.3,59.0,4.38,4.36,2.59,540
35701,0.3,3,5,5,61.9,60.0,4.3,4.26,2.65,911
17134,1.26,4,2,3,61.0,56.0,7.04,7.0,4.28,6837
44940,0.62,3,4,3,61.3,60.0,5.48,5.45,3.35,1633
39479,0.41,3,5,5,60.6,59.0,4.77,4.8,2.9,1079
42390,0.53,2,6,2,60.2,56.0,5.23,5.26,3.16,1307
12973,1.03,2,5,2,61.7,54.9,6.46,6.52,4.01,5393
40932,0.3,4,5,3,62.1,56.0,4.31,4.36,2.69,499
30849,0.33,3,2,5,61.5,58.0,4.46,4.39,2.72,743
9907,1.0,0,4,3,56.9,63.0,6.45,6.52,3.69,4688
33737,0.3,2,5,6,62.9,55.0,4.25,4.27,2.68,840
1719,0.32,1,2,5,63.1,57.0,4.34,4.37,2.75,561
25358,0.31,2,3,7,59.6,59.0,4.4,4.42,2.63,642
37747,0.43,2,3,5,59.3,58.0,4.97,5.02,2.96,998
48385,0.5,4,3,7,62.2,56.0,5.1,5.12,3.18,1966
49623,0.3,2,2,3,59.4,63.0,4.4,4.35,2.6,540
35239,0.38,4,2,7,62.3,53.3,4.63,4.66,2.9,894
13827,1.15,4,4,2,60.6,58.0,6.75,6.79,4.1,5635
13560,1.02,4,5,3,62.2,57.0,6.41,6.45,4.0,5553
41613,0.27,2,2,7,61.2,57.0,4.15,4.18,2.55,504
13347,1.11,4,1,4,61.7,55.0,6.66,6.69,4.12,5506
38586,0.39,4,4,6,61.9,54.8,4.68,4.69,2.9,1036
2530,0.7,4,3,6,61.0,56.0,5.74,5.77,3.51,3205
34629,0.31,4,5,4,61.6,56.0,4.4,4.37,2.7,872
14213,1.27,4,4,3,61.8,57.0,6.96,6.89,4.28,5761
48015,0.5,3,5,4,60.3,58.0,5.15,5.13,3.1,1920
29413,0.38,2,2,4,60.6,58.0,4.68,4.7,2.84,700
500,0.71,4,6,3,60.2,56.0,5.86,5.83,3.52,2822
1075,0.31,1,2,3,63.6,57.0,4.31,4.28,2.73,558
38614,0.3,2,4,3,57.9,61.0,4.39,4.49,2.57,489
53465,0.59,4,4,6,62.0,54.0,5.36,5.38,3.33,2679
15618,1.51,1,1,3,63.8,59.0,7.27,7.21,4.62,6266
47503,0.58,4,4,5,61.9,54.0,5.37,5.33,3.31,1865
20708,0.31,3,2,6,62.6,60.0,4.29,4.33,2.7,625
7848,0.9,4,6,3,60.7,57.0,6.23,6.16,3.76,4304
9143,1.0,2,1,3,63.3,56.0,6.27,6.36,4.0,4538
10451,1.14,4,2,2,62.6,57.0,6.72,6.63,4.18,4788
17372,0.32,1,6,2,63.9,58.0,4.33,4.31,2.76,612
39587,0.42,4,4,5,61.6,56.0,4.82,4.8,2.96,1082
42435,0.53,4,6,2,61.9,55.0,5.19,5.24,3.23,1314
7991,1.03,2,5,2,60.7,63.0,6.48,6.44,3.92,4326
46933,0.52,4,5,4,61.1,55.0,5.27,5.2,3.2,1815
47650,0.23,4,5,6,62.5,57.0,3.92,3.99,2.47,530
44754,0.51,4,4,4,61.0,57.0,5.16,5.11,3.13,1619
12507,1.25,4,1,2,62.0,57.0,6.85,6.92,4.27,5259
14058,0.3,3,3,5,61.8,59.0,4.34,4.37,2.69,605
3760,0.94,3,4,2,62.4,58.0,6.23,6.17,3.87,3456
12466,1.06,4,5,3,59.6,54.0,6.64,6.62,3.95,5250
51580,1.03,3,0,1,62.8,55.0,6.43,6.41,4.03,2392
1407,0.41,4,1,3,61.7,55.0,4.77,4.8,2.95,561
5212,1.0,3,0,3,60.8,58.0,6.44,6.39,3.9,3780
52948,0.7,4,3,4,61.8,54.0,5.71,5.74,3.54,2593
47083,0.54,4,5,5,62.6,55.0,5.22,5.2,3.26,1823
13791,1.19,2,4,2,58.8,60.0,6.93,6.98,4.09,5622
16844,1.5,4,3,2,63.0,57.0,7.31,7.2,4.57,6720
28126,0.29,2,4,6,60.2,58.0,4.29,4.35,2.6,664
5823,0.94,4,5,2,61.1,55.0,6.29,6.34,3.86,3915
33591,0.37,3,2,5,60.9,60.0,4.63,4.6,2.81,833
176,0.74,2,4,4,61.3,61.0,5.8,5.84,3.57,2775
36282,0.34,3,5,2,61.5,58.0,4.49,4.52,2.77,477
17978,1.2,2,3,4,62.4,59.0,6.68,6.74,4.19,7273
6754,0.9,4,4,3,62.3,56.0,6.17,6.13,3.83,4103
50034,0.71,3,4,3,60.9,59.0,5.74,5.69,3.48,2198
17463,1.06,2,3,5,62.0,58.0,6.51,6.56,4.05,7003
6394,0.92,2,4,3,62.7,57.0,6.14,6.2,3.87,4037
37017,0.33,4,3,6,61.7,56.0,4.46,4.42,2.74,965
37100,0.41,1,5,3,63.9,58.0,4.72,4.7,3.01,969
46014,0.53,3,3,5,63.0,58.0,5.17,5.15,3.25,1727
13371,0.24,2,6,5,62.2,58.0,3.95,3.99,2.47,419
7264,0.91,4,1,4,61.6,56.0,6.17,6.25,3.83,4199
43814,0.51,4,5,3,62.4,55.0,5.14,5.09,3.19,1443
17680,1.01,3,4,5,62.4,61.0,6.39,6.36,3.98,7127
4762,0.9,0,6,3,64.5,61.0,6.05,6.01,3.89,3689
3015,0.53,2,6,7,61.2,55.0,5.21,5.26,3.21,3307
14583,1.01,2,3,4,60.0,57.0,6.53,6.6,3.94,5886
42832,0.58,4,6,2,61.7,54.0,5.4,5.43,3.34,1356
50768,0.71,3,1,4,60.4,60.0,5.8,5.72,3.48,2300
50653,0.31,4,3,4,61.4,57.0,4.33,4.37,2.67,544
39249,0.41,4,3,7,62.4,53.0,4.79,4.8,2.99,1068
39907,0.5,2,5,2,60.6,59.0,5.07,5.12,3.09,1104
26713,0.32,3,4,4,61.5,58.0,4.39,4.42,2.71,645
6473,0.9,4,4,3,62.5,56.0,6.13,6.16,3.84,4054
37917,0.41,3,4,5,62.6,58.0,4.74,4.75,2.97,1007
36387,0.43,4,3,5,61.2,57.0,4.88,4.83,2.97,941
8441,1.05,4,2,2,61.2,57.0,6.62,6.55,4.03,4410
31963,0.26,2,5,4,62.1,56.0,4.11,4.13,2.56,452
11202,1.09,2,1,4,62.0,56.0,6.57,6.59,4.08,4959
29241,0.37,3,4,4,60.5,59.0,4.62,4.67,2.81,696
34869,0.3,2,3,6,63.2,57.0,4.27,4.24,2.69,878
11931,1.11,4,3,3,62.0,57.0,6.69,6.61,4.12,5127
44769,0.42,4,6,7,61.8,55.0,4.85,4.83,2.99,1621
45769,0.54,2,5,4,61.2,58.0,5.21,5.28,3.21,1707
11641,0.88,2,4,6,62.0,59.0,6.09,6.13,3.79,5052
37131,0.36,4,6,6,60.7,56.0,4.59,4.63,2.8,971
49574,0.5,2,5,6,61.5,60.0,5.04,5.08,3.11,2132
1693,0.7,1,6,4,63.9,58.0,5.62,5.58,3.58,3033
3195,0.71,2,5,4,62.5,58.0,5.69,5.73,3.57,3344
38558,0.5,2,1,3,62.5,57.0,5.06,5.09,3.17,1035
13204,1.12,4,6,2,62.6,57.0,6.61,6.65,4.15,5456
11024,1.18,3,2,4,61.1,60.0,6.8,6.76,4.14,4916
14780,1.03,2,6,3,61.2,54.0,6.53,6.61,4.02,5948
9486,0.91,2,4,4,60.8,57.0,6.24,6.25,3.8,4606
35740,0.3,3,6,4,62.9,61.0,4.29,4.27,2.69,911
18254,0.97,2,3,7,61.9,54.0,6.33,6.36,3.93,7415
22350,0.31,2,1,5,63.5,57.0,4.28,4.26,2.71,628
12483,1.06,4,6,2,62.3,55.0,6.54,6.5,4.06,5253
26689,0.28,2,2,4,61.6,57.0,4.22,4.25,2.61,429
52160,0.7,3,6,3,60.8,58.0,5.79,5.66,3.48,2473
33602,0.31,2,3,3,61.7,55.0,4.37,4.38,2.7,462
7210,1.01,1,2,3,64.0,58.0,6.37,6.31,4.06,4191
34259,0.3,4,4,7,62.6,56.0,4.26,4.29,2.67,857
47860,0.64,2,6,3,63.7,54.0,5.47,5.52,3.5,1910
10358,1.2,4,2,4,62.8,57.0,6.71,6.67,4.2,4771
9981,1.5,0,1,1,66.1,57.0,7.12,7.04,4.68,4704
17676,1.01,2,4,5,63.3,60.0,6.35,6.32,4.01,7127
37234,0.4,4,5,4,62.4,56.0,4.74,4.71,2.95,975
52399,0.73,3,5,3,61.8,59.0,5.8,5.73,3.56,2510
5095,1.02,2,0,2,62.9,59.0,6.34,6.41,4.01,3755
51396,0.73,2,1,4,62.2,57.0,5.75,5.76,3.58,2369
37496,0.53,3,5,2,59.9,58.0,5.31,5.27,3.17,984
40594,0.28,4,2,5,62.0,55.0,4.21,4.24,2.62,497
48609,0.7,0,5,2,64.4,58.0,5.58,5.51,3.57,1998
42455,0.55,2,4,3,60.7,57.0,5.27,5.3,3.21,1316
40455,0.5,4,2,3,62.2,57.0,5.07,5.09,3.16,1140
32470,0.45,0,4,3,57.9,66.0,5.08,4.98,2.91,794
49599,0.71,3,4,2,60.2,60.0,5.8,5.77,3.48,2137
7312,1.07,3,1,2,59.7,59.0,6.68,6.63,3.97,4206
27986,0.3,4,5,4,62.1,55.0,4.28,4.32,2.67,658
13951,1.29,4,0,5,62.0,57.0,6.92,6.98,4.31,5676
2508,0.7,4,4,5,62.4,56.0,5.67,5.65,3.53,3199
46143,0.5,3,5,4,61.3,59.0,5.1,5.05,3.11,1746
40529,0.54,4,2,3,62.5,56.0,5.2,5.23,3.26,1147
32687,0.31,2,3,5,63.2,56.0,4.32,4.29,2.72,802
17614,1.18,2,6,3,61.7,57.0,6.8,6.84,4.21,7093
30595,0.31,4,6,4,62.5,57.0,4.31,4.36,2.71,734
31634,0.3,4,2,3,62.1,56.0,4.29,4.31,2.67,450
28213,0.4,3,6,2,59.9,60.0,4.74,4.78,2.85,666
50385,0.52,4,4,7,61.9,55.0,5.17,5.2,3.21,2251
45642,0.25,4,3,6,62.1,57.0,4.01,4.07,2.5,525
44205,0.61,4,0,5,61.1,56.0,5.44,5.49,3.33,1569
33392,0.33,4,4,7,60.6,59.0,4.45,4.5,2.71,828
323,1.04,3,3,1,62.2,58.0,6.46,6.41,4.0,2801
4175,0.92,3,3,2,59.4,62.0,6.36,6.34,3.77,3555
53090,0.71,3,5,4,62.4,60.0,5.68,5.66,3.54,2613
37335,0.43,4,5,4,61.9,56.0,4.85,4.88,3.01,981
13606,1.3,3,0,3,61.0,59.0,7.09,7.01,4.3,5569
14926,1.73,0,2,2,65.9,58.0,7.52,7.45,4.93,6007
14016,1.01,1,3,4,63.7,56.0,6.4,6.32,4.05,5701
43384,0.5,4,5,3,60.1,57.0,5.14,5.27,3.13,1410
42106,0.41,4,3,8,62.1,57.0,4.76,4.77,2.96,1276
30294,0.34,3,1,3,60.2,59.0,4.52,4.55,2.73,447
53269,0.82,3,1,4,62.6,59.0,5.91,5.87,3.69,2648
28662,0.31,4,3,6,62.5,53.0,4.37,4.4,2.74,677
31271,0.32,2,5,2,62.7,57.0,4.34,4.37,2.73,449
10642,0.93,3,3,4,62.2,59.0,6.21,6.26,3.88,4834
13581,1.0,2,1,5,60.8,59.0,6.39,6.44,3.9,5557
13211,1.01,4,2,3,62.7,56.0,6.37,6.42,4.01,5457
36081,0.33,4,3,8,61.0,56.0,4.48,4.51,2.74,925
37945,0.36,3,1,3,60.4,60.0,4.58,4.62,2.78,486
2488,0.83,1,3,4,63.7,60.9,5.84,5.92,3.75,3195
53863,1.0,0,1,2,66.8,56.0,6.22,6.12,4.13,2743
15120,1.2,2,2,3,60.8,58.0,6.8,6.85,4.15,6077
50298,0.28,2,5,6,62.0,56.0,4.22,4.3,2.63,544
37843,0.33,4,6,4,62.5,55.0,4.45,4.41,2.77,1002
16789,1.21,4,1,5,61.5,56.0,6.83,6.87,4.22,6691
14111,1.0,1,3,4,63.0,58.0,6.25,6.35,3.97,5723
29523,0.38,4,1,5,62.3,55.0,4.63,4.66,2.89,703
31460,0.4,1,1,3,63.9,57.0,4.7,4.66,2.99,765
1669,0.75,3,6,3,59.2,58.0,5.96,5.93,3.52,3024
52952,0.24,2,6,6,62.4,58.0,3.94,4.01,2.48,552
5389,0.3,2,3,3,59.5,63.0,4.32,4.29,2.56,574
6175,0.9,4,4,3,62.4,56.0,6.22,6.18,3.87,3992
20706,0.31,3,2,6,61.4,59.0,4.35,4.38,2.68,625
33781,0.32,2,3,7,61.9,58.0,4.36,4.39,2.71,842
111,0.74,4,5,2,62.2,56.0,5.8,5.84,3.62,2761
50945,0.57,4,4,6,60.2,57.0,5.38,5.41,3.25,2321
38710,0.46,2,5,3,61.4,62.0,4.92,4.95,3.03,1042
49786,0.77,4,3,2,60.3,56.0,5.96,5.92,3.58,2162
4428,1.09,4,3,1,61.0,56.0,6.66,6.62,4.05,3614
51526,0.7,1,5,3,63.6,62.0,5.57,5.6,3.55,2386
16036,0.3,3,1,5,61.6,60.0,4.3,4.27,2.64,608
45940,0.52,4,3,5,61.6,56.0,5.18,5.22,3.2,1722
4027,1.11,3,0,3,59.5,58.0,6.89,6.77,4.07,3524
52001,0.72,2,2,4,62.5,58.0,5.67,5.73,3.56,2444
10145,1.14,4,1,3,61.8,57.0,6.76,6.68,4.15,4724
49849,0.56,4,6,5,62.6,59.0,5.24,5.31,3.3,2170
46850,0.58,3,5,3,62.1,58.0,5.35,5.31,3.31,1812
32354,0.36,4,5,4,61.2,56.0,4.59,4.63,2.82,789
43265,0.3,3,1,3,61.4,58.0,4.33,4.3,2.65,506
8584,1.19,3,1,2,61.6,56.0,6.87,6.83,4.22,4438
50292,0.31,4,3,5,62.7,57.0,4.31,4.34,2.71,542
36330,0.32,3,3,6,61.2,59.0,4.44,4.39,2.7,936
43922,0.28,2,6,5,62.4,56.0,4.15,4.18,2.6,514
42169,0.43,2,3,8,62.7,58.0,4.8,4.84,3.02,1286
41169,0.38,4,5,7,61.3,55.0,4.67,4.72,2.88,1200
34751,0.41,4,2,3,62.9,55.0,4.82,4.75,3.01,876
43033,0.5,1,6,3,61.1,64.0,5.05,5.07,3.09,1374
51260,0.58,4,5,4,61.6,55.0,5.36,5.39,3.31,2357
3817,0.77,4,2,5,61.3,56.0,5.91,5.97,3.64,3468
9571,1.0,3,6,2,62.2,61.0,6.36,6.3,3.94,4626
41432,0.45,0,2,6,65.8,56.0,4.82,4.7,3.13,1227
14951,1.2,3,1,5,62.8,56.0,6.8,6.74,4.25,6021
27366,0.28,4,5,6,62.4,56.0,4.16,4.2,2.61,646
43270,0.3,1,1,3,63.8,57.0,4.27,4.19,2.7,506
51296,0.73,4,5,3,60.9,56.0,5.84,5.79,3.54,2361
42582,0.51,2,5,3,63.0,58.0,4.99,5.08,3.17,1330
53491,0.71,2,6,3,61.0,58.0,5.71,5.87,3.53,2683
15802,1.22,2,2,3,62.5,59.0,6.79,6.82,4.25,6323
33188,0.34,2,5,6,61.6,58.0,4.5,4.53,2.78,819
38493,0.42,2,4,5,61.9,55.0,4.78,4.82,2.97,1031
28581,0.3,3,3,4,60.8,61.0,4.34,4.31,2.63,675
40335,0.51,1,2,4,61.8,65.0,5.07,5.02,3.12,1128
15301,1.29,1,6,2,57.9,59.0,7.22,7.18,4.17,6140
681,0.75,4,0,3,61.5,56.0,5.83,5.87,3.6,2850
5403,1.01,2,1,2,63.1,54.0,6.39,6.35,4.02,3818
40700,0.4,4,5,6,62.1,55.0,4.74,4.76,2.95,1158
13481,1.06,3,4,3,58.4,61.0,6.73,6.69,3.92,5535
2355,0.8,4,6,2,61.5,58.0,5.97,6.0,3.68,3173
42981,0.41,4,3,8,62.3,55.0,4.75,4.78,2.97,1367
28782,0.37,2,6,3,62.3,56.0,4.61,4.64,2.88,681
40498,0.53,4,4,2,61.7,56.0,5.23,5.24,3.23,1142
44251,0.51,3,6,3,62.3,61.0,5.11,5.07,3.17,1574
10689,1.0,0,5,3,57.4,61.0,6.53,6.63,3.78,4844
5821,1.02,4,2,1,62.1,56.0,6.4,6.45,3.99,3915
52106,0.47,4,6,7,62.0,54.0,4.99,5.01,3.1,2460
37756,0.38,3,6,4,61.6,59.0,4.66,4.62,2.86,998
49406,0.75,2,2,2,60.4,60.0,5.89,5.93,3.57,2106
13197,1.02,2,2,3,61.0,59.0,6.48,6.53,3.97,5455
52923,0.58,4,6,4,61.5,56.0,5.37,5.4,3.31,2590
46592,0.54,3,4,4,59.5,58.0,5.36,5.29,3.17,1786
49446,0.7,4,1,3,62.5,55.0,5.68,5.71,3.56,2110
39549,0.32,4,3,7,61.4,55.0,4.44,4.42,2.72,1080
17442,1.56,2,0,2,58.3,63.0,7.64,7.7,4.47,6996
51828,0.7,2,5,3,63.1,56.0,5.62,5.69,3.57,2421
50391,0.72,4,2,2,60.8,56.0,5.79,5.83,3.53,2252
46243,0.53,4,4,4,61.5,55.0,5.27,5.2,3.22,1753
14975,1.25,1,4,2,59.0,61.0,7.01,7.06,4.15,6032
17979,1.07,4,2,7,61.7,56.0,6.56,6.68,4.06,7273
5094,1.03,2,3,2,63.0,60.0,6.35,6.39,4.01,3755
52068,0.54,4,4,6,62.0,55.0,5.24,5.25,3.25,2454
47398,0.7,3,6,2,58.6,60.0,5.89,5.78,3.42,1848
46454,0.52,4,6,4,62.1,57.0,5.13,5.17,3.2,1774
13124,1.01,1,5,4,63.8,59.0,6.26,6.22,3.98,5430
16626,1.02,4,3,4,62.3,55.0,6.45,6.48,4.03,6648
48162,0.57,4,3,5,61.2,55.0,5.35,5.38,3.29,1942
32607,0.31,4,2,6,61.5,56.0,4.37,4.35,2.68,802
692,0.91,2,1,3,63.5,57.0,6.12,6.07,3.87,2852
10704,1.03,2,1,3,63.0,55.0,6.37,6.42,4.03,4848
14829,1.01,3,5,3,60.0,59.0,6.53,6.47,3.9,5973
49390,0.59,4,6,4,61.9,56.0,5.39,5.34,3.32,2103
40188,0.43,4,1,7,60.6,57.0,4.88,4.94,2.97,1120
33360,0.41,2,1,6,62.9,58.0,4.71,4.74,2.97,827
32548,0.27,4,6,6,62.3,57.0,4.15,4.13,2.58,799
37983,0.38,4,5,6,59.9,61.0,4.71,4.74,2.83,1008
29935,0.34,4,5,3,62.2,54.0,4.5,4.47,2.79,714
1437,0.9,1,2,3,64.2,60.0,6.05,6.02,3.87,2974
16827,1.2,2,2,5,61.8,56.0,6.82,6.86,4.23,6713
10352,0.9,4,5,2,61.8,56.0,6.18,6.22,3.83,4770
35098,0.3,4,4,8,62.2,56.0,4.31,4.34,2.69,886
31137,0.38,2,3,3,61.8,53.7,4.67,4.69,2.9,755
13510,1.06,3,3,4,62.5,58.0,6.52,6.47,4.06,5543
42140,0.55,3,3,2,61.8,56.0,5.28,5.23,3.25,1280
7130,0.92,2,2,4,63.1,57.0,6.2,6.17,3.9,4173
49903,0.61,2,5,3,63.9,54.0,5.38,5.42,3.45,2179
28889,0.3,2,3,6,63.0,57.0,4.28,4.32,2.71,684
30932,0.24,2,2,6,61.3,57.0,4.01,4.04,2.46,449
46837,0.51,4,3,7,62.8,53.0,5.09,5.14,3.21,1810
2156,0.7,4,6,4,61.5,56.0,5.7,5.74,3.52,3129
4150,0.91,3,4,2,61.0,51.0,6.24,6.21,3.8,3546
34768,0.41,3,5,2,62.9,58.0,4.75,4.72,2.98,876
46552,0.51,4,5,4,62.6,55.0,5.11,5.08,3.19,1781
33196,0.3,2,3,6,59.7,63.0,4.37,4.34,2.6,819
11584,1.2,4,2,2,62.3,57.0,6.83,6.75,4.23,5040
13545,1.02,4,4,3,60.1,59.0,6.59,6.56,3.95,5549
44127,0.5,3,5,4,62.1,62.0,5.1,5.08,3.16,1559
43583,0.5,0,6,4,66.9,57.0,4.95,4.83,3.27,1431
3884,0.9,3,1,5,61.2,61.0,6.2,6.15,3.78,3484
31444,0.34,3,3,4,60.3,54.0,4.56,4.53,2.74,765
39305,0.38,4,2,7,60.7,56.0,4.75,4.74,2.88,1069
10628,1.2,4,0,3,62.3,56.0,6.77,6.81,4.23,4830
9199,0.95,4,3,4,61.6,56.0,6.34,6.3,3.89,4549
5328,0.9,4,5,2,62.6,57.0,6.13,6.2,3.86,3808
13731,0.27,3,6,4,62.0,57.0,4.15,4.11,2.56,603
50841,0.7,1,5,2,57.8,61.0,5.88,5.82,3.38,2310
47436,0.55,4,3,4,60.4,56.0,5.38,5.31,3.23,1854
46013,0.53,4,3,5,61.6,57.0,5.24,5.21,3.22,1727
540,0.7,4,2,7,62.3,55.0,5.66,5.7,3.54,2827
16035,0.3,3,1,5,63.0,53.0,4.31,4.26,2.7,608
50748,0.74,2,4,2,59.6,60.0,5.85,6.0,3.53,2298
46488,0.46,2,6,7,62.2,56.0,4.94,4.97,3.08,1778
9011,1.01,3,2,3,62.3,58.0,6.42,6.35,3.98,4513
51628,0.72,0,3,5,66.4,57.0,5.6,5.51,3.69,2396
51108,0.72,4,1,4,61.1,56.0,5.76,5.82,3.54,2337
8810,1.2,1,1,2,64.1,57.0,6.7,6.62,4.27,4476
38235,0.35,4,2,8,60.7,56.0,4.62,4.61,2.8,1017
14356,1.13,4,1,5,61.6,54.0,6.72,6.74,4.15,5813
43716,0.51,2,2,5,63.4,57.0,5.09,5.06,3.22,1437
40040,0.4,4,6,6,62.8,56.0,4.68,4.72,2.95,1111
9098,1.01,2,1,3,63.2,54.0,6.41,6.35,4.03,4525
53676,0.71,3,5,4,62.1,59.0,5.68,5.72,3.54,2711
13529,1.1,3,2,3,59.6,58.0,6.79,6.74,4.03,5544
51824,0.72,4,3,2,61.5,55.0,5.79,5.82,3.57,2420
9133,1.0,3,2,4,61.9,61.0,6.37,6.23,3.9,4536
1568,0.91,2,1,2,63.4,58.0,6.08,6.12,3.87,3006
4890,0.71,3,6,5,59.2,59.0,5.9,5.85,3.48,3718
42347,0.46,4,2,3,61.2,56.0,4.97,5.0,3.05,1299
9347,1.02,2,6,2,58.6,63.0,6.56,6.54,3.84,4583
28635,0.33,3,3,2,62.6,58.0,4.4,4.42,2.76,434
50245,0.7,4,3,2,61.3,58.0,5.67,5.69,3.48,2234
44036,0.42,4,6,7,61.8,56.0,4.79,4.82,2.97,1547
38046,0.39,2,4,4,63.3,55.0,4.66,4.63,2.94,1011
50673,0.7,4,1,3,62.6,54.0,5.63,5.71,3.55,2287
28252,0.33,3,4,4,62.1,59.0,4.39,4.44,2.74,666
12515,1.01,3,2,4,61.3,59.0,6.45,6.41,3.94,5260
42235,0.54,4,2,3,60.6,57.0,5.28,5.32,3.21,1291
37310,0.31,3,4,8,61.5,58.0,4.33,4.35,2.67,979
5730,0.9,2,2,4,60.8,58.0,6.18,6.22,3.77,3890
5016,0.9,2,0,7,60.4,60.0,6.23,6.28,3.78,3746
13231,1.19,3,1,3,61.3,59.0,6.84,6.79,4.18,5464
44156,0.53,4,5,3,61.4,56.0,5.2,5.26,3.21,1564
32268,0.3,4,3,7,62.0,55.0,4.31,4.34,2.68,789
14416,1.05,3,6,3,58.6,60.0,6.73,6.66,3.92,5821
42391,0.42,4,5,7,59.7,56.0,4.88,4.91,2.92,1307
9114,1.02,2,1,4,59.3,59.0,6.56,6.6,3.9,4532
9893,1.0,2,5,2,59.6,62.0,6.45,6.51,3.86,4685
17711,0.41,4,0,4,62.4,53.0,4.79,4.83,3.0,613
4323,0.8,4,6,3,62.6,55.0,5.91,5.94,3.71,3597
16849,1.0,3,5,4,61.5,58.0,6.42,6.39,3.94,6720
5905,0.83,4,6,3,61.5,53.0,6.09,6.07,3.74,3933
44764,0.53,4,4,4,61.9,55.0,5.2,5.23,3.23,1621
910,0.71,4,1,4,61.5,55.0,5.76,5.78,3.55,2878
15950,1.24,4,1,3,60.6,59.0,6.97,7.03,4.24,6381
52595,0.75,1,6,2,59.9,61.0,5.9,5.96,3.55,2541
31451,0.34,4,3,4,61.1,55.0,4.55,4.52,2.77,765
18158,1.24,3,2,5,61.2,59.0,6.91,6.94,4.24,7358
49992,0.58,4,5,5,60.6,57.0,5.4,5.45,3.29,2192
17382,0.34,3,5,2,62.4,59.0,4.46,4.42,2.77,612
41768,0.44,2,5,5,62.2,58.0,4.8,4.85,3.0,1246
34548,0.46,4,5,2,61.3,56.0,4.96,5.02,3.06,870
30245,0.33,1,4,7,60.2,64.0,4.47,4.5,2.7,724
49996,0.58,0,5,5,57.9,56.0,5.52,5.49,3.19,2192
13811,1.01,2,5,3,63.0,57.0,6.28,6.36,3.98,5627
35189,0.31,4,3,8,60.2,59.0,4.37,4.4,2.64,891
32641,0.31,4,2,6,62.5,55.0,4.37,4.34,2.72,802
6422,1.04,3,0,4,58.7,58.0,6.68,6.61,3.9,4043
47985,0.24,2,4,6,58.0,60.0,4.09,4.12,2.38,533
34131,0.32,4,4,7,61.3,55.0,4.42,4.45,2.72,854
33685,0.31,4,5,6,61.6,56.0,4.35,4.39,2.69,837
15372,0.27,2,5,6,61.2,60.0,4.16,4.17,2.55,606
53319,0.76,2,3,3,62.6,56.0,5.86,5.9,3.68,2652
25369,0.28,4,4,6,61.1,57.0,4.22,4.26,2.59,642
29814,0.3,3,6,3,62.4,60.0,4.26,4.23,2.65,709
33035,0.32,4,3,7,61.7,56.0,4.4,4.42,2.72,814
14667,1.51,0,2,2,66.9,57.0,7.13,7.09,4.75,5919
39641,0.41,4,5,6,62.3,58.0,4.73,4.78,2.96,1085
47151,0.55,3,4,5,60.3,58.0,5.32,5.29,3.2,1832
11398,0.34,3,2,5,60.6,60.0,4.45,4.49,2.71,596
