carat,cut,color,clarity,depth percentage,table,length,width,depth,price
1.56,2,0,2,58.3,63.0,7.64,7.7,4.47,6996
0.7,2,5,3,63.1,56.0,5.62,5.69,3.57,2421
0.72,4,2,2,60.8,56.0,5.79,5.83,3.53,2252
0.53,4,4,4,61.5,55.0,5.27,5.2,3.22,1753
1.25,1,4,2,59.0,61.0,7.01,7.06,4.15,6032
1.07,4,2,7,61.7,56.0,6.56,6.68,4.06,7273
1.03,2,3,2,63.0,60.0,6.35,6.39,4.01,3755
0.54,4,4,6,62.0,55.0,5.24,5.25,3.25,2454
0.7,3,6,2,58.6,60.0,5.89,5.78,3.42,1848
0.52,4,6,4,62.1,57.0,5.13,5.17,3.2,1774
1.01,1,5,4,63.8,59.0,6.26,6.22,3.98,5430
1.02,4,3,4,62.3,55.0,6.45,6.48,4.03,6648
0.57,4,3,5,61.2,55.0,5.35,5.38,3.29,1942
0.31,4,2,6,61.5,56.0,4.37,4.35,2.68,802
0.91,2,1,3,63.5,57.0,6.12,6.07,3.87,2852
1.03,2,1,3,63.0,55.0,6.37,6.42,4.03,4848
1.01,3,5,3,60.0,59.0,6.53,6.47,3.9,5973
0.59,4,6,4,61.9,56.0,5.39,5.34,3.32,2103
0.43,4,1,7,60.6,57.0,4.88,4.94,2.97,1120
0.41,2,1,6,62.9,58.0,4.71,4.74,2.97,827
0.27,4,6,6,62.3,57.0,4.15,4.13,2.58,799
0.38,4,5,6,59.9,61.0,4.71,4.74,2.83,1008
0.34,4,5,3,62.2,54.0,4.5,4.47,2.79,714
0.9,1,2,3,64.2,60.0,6.05,6.02,3.87,2974
1.2,2,2,5,61.8,56.0,6.82,6.86,4.23,6713
0.9,4,5,2,61.8,56.0,6.18,6.22,3.83,4770
0.3,4,4,8,62.2,56.0,4.31,4.34,2.69,886
0.38,2,3,3,61.8,53.7,4.67,4.69,2.9,755
1.06,3,3,4,62.5,58.0,6.52,6.47,4.06,5543
0.55,3,3,2,61.8,56.0,5.28,5.23,3.25,1280
0.92,2,2,4,63.1,57.0,6.2,6.17,3.9,4173
0.61,2,5,3,63.9,54.0,5.38,5.42,3.45,2179
0.3,2,3,6,63.0,57.0,4.28,4.32,2.71,684
0.24,2,2,6,61.3,57.0,4.01,4.04,2.46,449
0.51,4,3,7,62.8,53.0,5.09,5.14,3.21,1810
0.7,4,6,4,61.5,56.0,5.7,5.74,3.52,3129
0.91,3,4,2,61.0,51.0,6.24,6.21,3.8,3546
0.41,3,5,2,62.9,58.0,4.75,4.72,2.98,876
0.51,4,5,4,62.6,55.0,5.11,5.08,3.19,1781
0.3,2,3,6,59.7,63.0,4.37,4.34,2.6,819
1.2,4,2,2,62.3,57.0,6.83,6.75,4.23,5040
1.02,4,4,3,60.1,59.0,6.59,6.56,3.95,5549
0.5,3,5,4,62.1,62.0,5.1,5.08,3.16,1559
0.5,0,6,4,66.9,57.0,4.95,4.83,3.27,1431
0.9,3,1,5,61.2,61.0,6.2,6.15,3.78,3484
0.34,3,3,4,60.3,54.0,4.56,4.53,2.74,765
0.38,4,2,7,60.7,56.0,4.75,4.74,2.88,1069
1.2,4,0,3,62.3,56.0,6.77,6.81,4.23,4830
0.95,4,3,4,61.6,56.0,6.34,6.3,3.89,4549
0.9,4,5,2,62.6,57.0,6.13,6.2,3.86,3808
0.27,3,6,4,62.0,57.0,4.15,4.11,2.56,603
0.7,1,5,2,57.8,61.0,5.88,5.82,3.38,2310
0.55,4,3,4,60.4,56.0,5.38,5.31,3.23,1854
0.53,4,3,5,61.6,57.0,5.24,5.21,3.22,1727
0.7,4,2,7,62.3,55.0,5.66,5.7,3.54,2827
0.3,3,1,5,63.0,53.0,4.31,4.26,2.7,608
0.74,2,4,2,59.6,60.0,5.85,6.0,3.53,2298
0.46,2,6,7,62.2,56.0,4.94,4.97,3.08,1778
1.01,3,2,3,62.3,58.0,6.42,6.35,3.98,4513
0.72,0,3,5,66.4,57.0,5.6,5.51,3.69,2396
0.72,4,1,4,61.1,56.0,5.76,5.82,3.54,2337
1.2,1,1,2,64.1,57.0,6.7,6.62,4.27,4476
0.35,4,2,8,60.7,56.0,4.62,4.61,2.8,1017
1.13,4,1,5,61.6,54.0,6.72,6.74,4.15,5813
0.51,2,2,5,63.4,57.0,5.09,5.06,3.22,1437
0.4,4,6,6,62.8,56.0,4.68,4.72,2.95,1111
1.01,2,1,3,63.2,54.0,6.41,6.35,4.03,4525
0.71,3,5,4,62.1,59.0,5.68,5.72,3.54,2711
1.1,3,2,3,59.6,58.0,6.79,6.74,4.03,5544
0.72,4,3,2,61.5,55.0,5.79,5.82,3.57,2420
1.0,3,2,4,61.9,61.0,6.37,6.23,3.9,4536
0.91,2,1,2,63.4,58.0,6.08,6.12,3.87,3006
0.71,3,6,5,59.2,59.0,5.9,5.85,3.48,3718
0.46,4,2,3,61.2,56.0,4.97,5.0,3.05,1299
1.02,2,6,2,58.6,63.0,6.56,6.54,3.84,4583
0.33,3,3,2,62.6,58.0,4.4,4.42,2.76,434
0.7,4,3,2,61.3,58.0,5.67,5.69,3.48,2234
0.42,4,6,7,61.8,56.0,4.79,4.82,2.97,1547
0.39,2,4,4,63.3,55.0,4.66,4.63,2.94,1011
0.7,4,1,3,62.6,54.0,5.63,5.71,3.55,2287
0.33,3,4,4,62.1,59.0,4.39,4.44,2.74,666
1.01,3,2,4,61.3,59.0,6.45,6.41,3.94,5260
0.54,4,2,3,60.6,57.0,5.28,5.32,3.21,1291
0.31,3,4,8,61.5,58.0,4.33,4.35,2.67,979
0.9,2,2,4,60.8,58.0,6.18,6.22,3.77,3890
0.9,2,0,7,60.4,60.0,6.23,6.28,3.78,3746
1.19,3,1,3,61.3,59.0,6.84,6.79,4.18,5464
0.53,4,5,3,61.4,56.0,5.2,5.26,3.21,1564
0.3,4,3,7,62.0,55.0,4.31,4.34,2.68,789
1.05,3,6,3,58.6,60.0,6.73,6.66,3.92,5821
0.42,4,5,7,59.7,56.0,4.88,4.91,2.92,1307
1.02,2,1,4,59.3,59.0,6.56,6.6,3.9,4532
1.0,2,5,2,59.6,62.0,6.45,6.51,3.86,4685
0.41,4,0,4,62.4,53.0,4.79,4.83,3.0,613
0.8,4,6,3,62.6,55.0,5.91,5.94,3.71,3597
1.0,3,5,4,61.5,58.0,6.42,6.39,3.94,6720
0.83,4,6,3,61.5,53.0,6.09,6.07,3.74,3933
0.53,4,4,4,61.9,55.0,5.2,5.23,3.23,1621
0.71,4,1,4,61.5,55.0,5.76,5.78,3.55,2878
1.24,4,1,3,60.6,59.0,6.97,7.03,4.24,6381
0.75,1,6,2,59.9,61.0,5.9,5.96,3.55,2541
0.34,4,3,4,61.1,55.0,4.55,4.52,2.77,765
1.24,3,2,5,61.2,59.0,6.91,6.94,4.24,7358
0.58,4,5,5,60.6,57.0,5.4,5.45,3.29,2192
0.34,3,5,2,62.4,59.0,4.46,4.42,2.77,612
0.44,2,5,5,62.2,58.0,4.8,4.85,3.0,1246
0.46,4,5,2,61.3,56.0,4.96,5.02,3.06,870
0.33,1,4,7,60.2,64.0,4.47,4.5,2.7,724
0.58,0,5,5,57.9,56.0,5.52,5.49,3.19,2192
1.01,2,5,3,63.0,57.0,6.28,6.36,3.98,5627
0.31,4,3,8,60.2,59.0,4.37,4.4,2.64,891
0.31,4,2,6,62.5,55.0,4.37,4.34,2.72,802
1.04,3,0,4,58.7,58.0,6.68,6.61,3.9,4043
0.24,2,4,6,58.0,60.0,4.09,4.12,2.38,533
0.32,4,4,7,61.3,55.0,4.42,4.45,2.72,854
0.31,4,5,6,61.6,56.0,4.35,4.39,2.69,837
0.27,2,5,6,61.2,60.0,4.16,4.17,2.55,606
0.76,2,3,3,62.6,56.0,5.86,5.9,3.68,2652
0.28,4,4,6,61.1,57.0,4.22,4.26,2.59,642
0.3,3,6,3,62.4,60.0,4.26,4.23,2.65,709
0.32,4,3,7,61.7,56.0,4.4,4.42,2.72,814
1.51,0,2,2,66.9,57.0,7.13,7.09,4.75,5919
0.41,4,5,6,62.3,58.0,4.73,4.78,2.96,1085
0.55,3,4,5,60.3,58.0,5.32,5.29,3.2,1832
0.34,3,2,5,60.6,60.0,4.45,4.49,2.71,596
0.8,4,3,3,62.5,57.0,5.94,5.9,3.7,2870
1.03,4,3,5,62.0,57.0,6.45,6.48,4.0,7119
0.51,3,5,4,61.9,59.0,5.06,5.11,3.15,1656
0.73,4,2,3,62.0,55.0,5.76,5.85,3.6,2656
1.01,4,5,3,62.2,57.0,6.41,6.35,3.97,5973
1.2,3,0,3,61.4,59.0,6.87,6.82,4.2,4838
0.9,3,5,2,59.2,60.0,6.31,6.23,3.71,3701
0.32,2,4,8,61.7,55.0,4.4,4.41,2.72,921
0.32,4,5,7,61.3,57.0,4.43,4.38,2.7,1020
1.0,1,5,3,57.2,62.0,6.59,6.56,3.76,5345
0.45,1,4,5,59.0,62.0,5.02,5.04,2.97,1012
1.03,4,6,3,62.4,57.0,6.47,6.44,4.03,5653
0.35,0,3,4,65.9,54.0,5.57,5.53,3.66,1415
0.51,4,2,4,61.5,55.0,5.16,5.18,3.18,1375
0.59,4,5,7,60.7,57.0,5.41,5.45,3.29,3422
1.19,3,2,5,62.4,59.0,6.79,6.73,4.22,7277
0.72,2,0,4,63.2,60.0,5.77,5.7,3.63,1814
0.4,4,5,4,62.2,56.0,4.74,4.72,2.94,975
0.91,2,2,4,63.7,57.0,6.1,6.12,3.89,3924
0.52,4,5,3,61.4,57.0,5.15,5.18,3.17,1330
0.79,2,4,3,61.5,58.0,5.94,5.97,3.66,3047
0.5,4,3,4,62.2,54.0,5.12,5.07,3.17,1721
0.8,4,4,3,61.5,54.0,6.07,6.0,3.71,2890
0.71,4,2,2,61.8,55.0,5.75,5.7,3.54,2024
0.39,2,5,4,60.4,56.0,4.7,4.73,2.85,921
0.52,4,5,6,60.9,56.0,5.21,5.24,3.18,2220
0.32,4,6,3,61.3,57.0,4.37,4.41,2.69,589
0.59,3,5,4,59.1,61.0,5.61,5.53,3.29,1641
0.9,3,2,4,62.3,58.0,6.18,6.09,3.82,3919
1.09,4,2,2,60.0,59.0,6.72,6.77,4.05,4383
0.4,3,3,3,62.0,59.0,4.7,4.72,2.92,702
0.92,2,2,5,59.7,63.0,6.34,6.29,3.77,4721
0.3,2,2,3,63.3,56.0,4.29,4.27,2.71,554
0.73,4,6,3,62.4,53.0,5.79,5.82,3.62,3195
0.73,4,3,6,61.0,56.0,5.82,5.86,3.56,3783
1.18,3,1,2,61.7,58.0,6.75,6.79,4.18,4555
1.06,2,2,3,62.6,58.0,6.4,6.51,4.04,5020
0.25,4,2,5,61.7,57.0,4.04,4.07,2.5,431
0.33,3,5,4,60.7,58.0,4.47,4.49,2.72,723
0.3,4,2,4,60.7,57.0,4.37,4.33,2.64,608
0.71,2,5,5,62.1,57.0,5.67,5.69,3.53,3009
1.26,4,4,2,62.7,58.0,6.91,6.87,4.32,6277
0.33,4,2,5,61.7,54.0,4.47,4.45,2.75,743
0.54,4,3,4,62.0,54.0,5.22,5.27,3.25,1580
0.71,2,2,3,61.2,56.0,5.69,5.72,3.49,2076
1.03,1,3,2,63.9,60.0,6.33,6.37,4.06,3466
0.4,3,5,7,61.2,61.0,4.74,4.7,2.89,1397
1.0,0,2,2,64.4,57.0,6.35,6.29,4.07,3192
0.31,3,2,3,62.7,58.0,4.34,4.31,2.71,558
0.74,3,4,4,61.7,58.0,5.85,5.78,3.59,2805
0.42,4,5,3,62.1,55.0,4.79,4.81,2.98,743
0.31,4,6,4,62.2,57.0,4.31,4.34,2.69,734
0.74,4,4,5,62.0,54.0,5.85,5.81,3.62,3694
0.7,1,1,3,63.8,57.0,5.63,5.66,3.6,2034
0.31,4,0,5,61.9,54.7,4.34,4.36,2.69,429
0.35,2,4,4,61.1,62.0,4.5,4.54,2.76,706
0.4,3,6,2,60.0,58.0,4.84,4.8,2.89,855
0.86,4,3,2,61.9,55.0,6.11,6.14,3.79,3442
0.7,0,3,2,65.2,56.0,5.63,5.54,3.64,2117
0.47,2,2,4,57.2,60.0,5.18,5.21,2.97,1178
0.75,3,5,2,63.0,58.0,5.78,5.71,3.62,2372
0.41,4,4,7,62.3,53.0,4.8,4.77,2.98,1356
0.31,2,4,5,59.7,55.0,4.42,4.46,2.65,679
1.13,4,3,4,61.6,57.0,6.68,6.7,4.12,7159
0.77,4,5,2,62.1,56.0,5.84,5.86,3.63,2753
0.5,3,4,5,62.0,58.0,5.1,5.03,3.14,1838
1.03,2,4,2,63.3,59.0,6.35,6.32,4.01,3692
1.3,4,0,5,62.3,57.0,7.06,6.97,4.37,6334
0.32,4,5,5,61.6,57.0,4.39,4.35,2.69,972
1.0,3,6,2,59.4,60.0,6.56,6.48,3.87,4626
0.55,2,5,4,61.4,57.0,5.27,5.29,3.24,1786
0.72,2,5,4,63.0,57.0,5.69,5.73,3.6,2923
0.7,4,5,4,60.5,59.0,5.72,5.75,3.47,3201
0.3,4,5,6,61.4,55.0,4.36,4.34,2.67,1125
0.38,3,5,4,60.3,58.0,4.72,4.67,2.83,1112
0.35,4,4,4,61.5,57.0,4.52,4.55,2.79,706
0.7,1,4,3,63.1,57.0,5.61,5.65,3.55,2161
1.24,3,0,4,61.8,57.6,6.84,6.88,4.24,5265
0.35,4,6,4,60.7,56.0,4.56,4.6,2.78,829
0.56,4,4,4,62.3,55.0,5.28,5.32,3.3,1608
0.54,3,5,4,60.0,58.0,5.34,5.29,3.19,1709
0.53,4,3,5,61.9,56.0,5.17,5.2,3.21,1721
0.51,4,5,3,60.9,54.0,5.17,5.21,3.16,1355
0.59,4,4,3,61.7,56.0,5.36,5.4,3.32,1652
0.62,4,5,3,60.7,56.0,5.54,5.57,3.37,2156
0.31,4,3,6,62.1,54.0,4.38,4.41,2.73,687
0.4,3,4,4,61.6,58.0,4.8,4.75,2.94,1080
0.56,4,6,4,61.4,57.0,5.36,5.32,3.28,2066
0.4,3,5,5,60.1,58.0,4.76,4.72,2.85,1125
0.59,2,3,4,61.5,59.0,5.32,5.41,3.3,1618
0.74,3,4,2,61.4,57.0,5.82,5.8,3.57,2328
0.31,4,1,7,61.4,54.0,4.41,4.38,2.7,732
0.54,4,6,4,61.1,57.0,5.29,5.19,3.2,1993
0.7,0,3,5,65.2,57.0,5.56,5.52,3.61,2290
0.41,4,4,5,62.0,55.0,4.81,4.77,2.97,1076
0.78,4,3,3,62.8,56.0,5.88,5.84,3.68,2583
0.7,3,5,3,61.2,60.0,5.71,5.69,3.49,2444
0.38,2,5,4,60.4,58.0,4.67,4.7,2.83,744
0.57,4,5,4,62.2,55.0,5.3,5.34,3.31,1698
0.7,4,2,4,61.5,56.0,5.71,5.73,3.52,3038
0.57,4,5,5,62.0,55.0,5.31,5.34,3.3,2177
1.13,2,1,4,61.6,57.0,6.73,6.78,4.16,4348
0.34,4,2,8,61.6,55.0,4.51,4.55,2.78,844
1.07,4,0,4,61.6,56.0,6.59,6.55,4.04,4686
0.57,4,5,3,61.9,56.0,5.35,5.32,3.3,1728
0.7,2,3,3,61.8,56.0,5.7,5.76,3.54,2106
0.7,1,6,5,60.4,63.0,5.73,5.76,3.47,3107
0.41,1,1,5,60.1,60.1,4.79,4.82,2.89,754
0.31,4,4,6,62.4,55.0,4.36,4.33,2.71,977
1.11,1,0,3,63.6,58.0,6.57,6.48,4.15,3916
0.31,3,5,6,61.9,58.0,4.35,4.38,2.7,816
1.31,1,3,2,63.8,56.0,7.03,6.89,4.44,4864
0.3,4,4,5,62.6,57.0,4.34,4.29,2.7,731
0.46,4,1,5,62.3,56.0,4.96,4.93,3.08,974
0.3,2,5,8,60.1,60.0,4.3,4.32,2.59,1026
0.3,3,3,5,59.6,59.0,4.34,4.38,2.6,605
0.7,4,4,3,62.6,56.0,5.69,5.66,3.55,2200
1.03,4,6,3,62.3,56.0,6.51,6.45,4.04,5249
0.73,4,6,3,61.8,56.0,5.8,5.76,3.57,3189
1.07,4,2,5,60.2,59.0,6.66,6.69,4.02,6479
0.3,2,2,5,62.9,57.0,4.26,4.29,2.69,526
0.62,3,3,1,58.9,60.0,5.65,5.54,3.29,933
0.75,3,1,3,62.0,60.0,5.8,5.75,3.57,2273
0.38,4,4,6,61.3,56.2,4.69,4.71,2.88,1010
1.21,2,1,3,62.1,56.0,6.76,6.92,4.25,5324
1.05,4,6,2,60.2,57.0,6.58,6.65,3.98,4932
0.91,1,6,2,63.8,58.0,6.04,6.09,3.87,3848
0.3,2,2,7,62.0,59.0,4.26,4.29,2.65,684
0.54,4,6,4,61.1,57.0,5.25,5.22,3.2,1993
0.7,3,4,2,58.8,58.0,5.82,5.77,3.41,2234
1.0,1,4,3,63.3,61.0,6.29,6.31,3.99,4712
1.03,4,5,2,61.6,56.0,6.5,6.45,3.99,4199
1.07,2,5,2,60.5,61.0,6.55,6.61,3.98,4609
0.35,2,6,3,60.2,57.0,4.56,4.61,2.76,644
0.81,4,4,6,62.3,54.0,5.94,6.01,3.72,4630
0.27,4,5,5,61.6,57.0,4.16,4.12,2.55,603
1.0,2,1,3,58.5,61.0,6.51,6.55,3.82,4649
0.35,2,6,4,62.6,56.0,4.48,4.5,2.81,721
0.7,4,5,4,61.3,57.0,5.73,5.75,3.52,3504
0.52,4,3,2,61.6,55.0,5.16,5.19,3.19,1090
1.1,3,2,3,63.0,58.0,6.6,6.55,4.14,4916
0.34,4,4,7,61.1,57.0,4.55,4.58,2.79,858
0.31,4,1,2,61.0,56.0,4.39,4.43,2.69,379
0.62,3,3,4,60.9,59.0,5.52,5.48,3.35,1841
0.39,2,4,4,58.8,59.0,4.8,4.83,2.83,821
0.7,0,2,3,65.3,55.0,5.58,5.54,3.63,1865
1.01,2,2,2,63.4,55.0,6.35,6.29,4.01,3959
0.24,2,5,6,63.3,57.0,3.95,3.98,2.51,485
0.33,4,5,7,61.2,56.0,4.51,4.45,2.74,1052
0.52,4,4,6,60.8,55.0,5.21,5.25,3.19,2359
0.33,4,6,4,62.5,56.0,4.43,4.46,2.78,781
0.39,0,3,8,57.1,61.0,4.83,4.88,2.77,1127
0.3,3,5,2,61.7,61.0,4.31,4.28,2.65,540
0.29,4,3,7,60.2,56.0,4.29,4.33,2.59,673
0.53,3,0,4,62.7,56.0,5.18,5.15,3.24,1093
0.33,3,2,4,61.7,59.0,4.39,4.42,2.72,521
0.53,4,2,2,61.9,54.0,5.21,5.23,3.23,1020
1.26,3,2,2,62.0,56.0,6.92,6.88,4.28,4586
1.11,4,0,2,61.7,57.0,6.63,6.69,4.11,4092
0.9,1,0,3,63.2,60.0,6.09,6.12,3.86,2729
1.23,4,1,5,61.6,54.0,6.9,6.94,4.26,7181
1.0,3,2,2,61.2,59.0,6.42,6.38,3.92,3920
0.3,2,2,3,62.9,57.0,4.22,4.27,2.67,432
0.51,2,3,6,63.3,58.0,5.07,5.04,3.2,1895
1.03,4,4,4,62.3,56.0,6.43,6.45,4.01,7392
0.31,1,3,4,63.2,58.0,4.28,4.3,2.71,507
0.54,3,3,4,62.0,58.0,5.21,5.18,3.22,1637
0.3,4,5,3,62.1,58.0,4.27,4.29,2.66,499
0.8,2,6,2,62.5,59.0,5.88,5.92,3.69,2862
1.07,4,2,5,60.2,57.0,6.61,6.55,3.96,5063
0.35,1,5,2,64.0,55.0,4.45,4.49,2.86,454
0.42,3,3,4,59.8,58.0,4.86,4.9,2.92,847
1.06,3,4,4,62.3,58.0,6.56,6.51,4.07,6399
0.9,2,6,4,62.3,56.0,6.14,6.18,3.84,5476
0.91,1,4,3,63.7,58.0,6.1,6.17,3.91,3993
0.7,4,3,5,60.6,57.0,5.7,5.75,3.47,2512
0.31,3,1,6,59.4,59.0,4.41,4.44,2.63,544
0.92,4,2,4,60.8,58.0,6.27,6.32,3.83,4639
1.34,3,2,2,61.6,60.0,7.05,6.97,4.32,4502
0.31,4,1,5,62.5,53.4,4.31,4.34,2.7,502
0.34,4,6,4,60.6,57.0,4.53,4.51,2.74,1033
1.02,3,6,2,61.3,62.0,6.46,6.42,3.95,4044
1.09,3,1,4,61.3,58.0,6.63,6.58,4.05,4659
0.9,4,0,4,62.8,55.0,6.2,6.16,3.88,2817
0.71,2,1,2,63.7,57.0,5.64,5.67,3.6,1875
0.49,3,0,2,59.8,59.0,5.14,5.12,3.07,900
0.51,4,5,4,61.5,58.0,5.12,5.15,3.16,1605
0.31,4,6,3,62.6,57.0,4.3,4.32,2.7,571
1.27,3,6,2,58.9,59.0,7.14,7.02,4.17,5618
0.38,4,5,3,62.3,53.0,4.65,4.69,2.91,660
0.32,4,1,4,61.6,56.0,4.39,4.37,2.7,576
0.55,4,1,3,61.4,54.0,5.3,5.35,3.27,1076
0.41,2,4,7,63.7,54.0,4.71,4.74,3.01,1169
0.71,1,5,2,58.8,63.0,5.75,5.88,3.42,2120
0.41,4,6,5,61.2,57.0,4.77,4.81,2.93,1018
0.31,4,4,7,62.2,53.0,4.35,4.37,2.71,840
0.32,1,6,2,63.9,58.0,4.31,4.33,2.76,477
0.32,4,4,5,61.2,56.2,4.41,4.44,2.71,695
0.38,4,6,4,62.0,56.0,4.68,4.64,2.89,998
0.79,3,3,4,62.3,58.0,5.92,5.89,3.68,2959
0.8,2,4,4,62.3,57.0,5.91,5.94,3.69,3653
0.73,2,1,4,59.0,61.0,5.84,5.88,3.46,2329
0.9,2,2,2,63.1,60.0,6.14,6.09,3.86,2972
1.02,1,5,2,64.3,58.0,6.36,6.26,4.06,4478
0.41,4,0,5,62.2,55.0,4.76,4.79,2.97,604
1.02,4,5,2,60.3,57.0,6.5,6.53,3.95,4712
0.32,4,5,7,61.3,57.0,4.42,4.45,2.72,890
0.37,4,3,3,61.0,56.0,4.61,4.68,2.84,608
1.24,3,6,3,62.4,59.0,6.82,6.86,4.27,7351
0.48,1,3,4,65.4,59.0,4.79,4.88,3.16,1088
0.71,4,3,7,61.7,57.0,5.7,5.75,3.53,2982
0.4,2,4,3,62.1,60.0,4.66,4.7,2.91,756
0.96,1,2,2,56.7,62.0,6.51,6.39,3.66,3454
1.05,2,5,1,62.2,61.0,6.48,6.51,4.04,3234
0.41,1,5,2,63.3,56.0,4.69,4.73,2.98,638
0.71,3,4,2,61.6,59.0,5.75,5.71,3.53,2482
1.01,4,5,4,61.5,57.0,6.48,6.44,3.97,7421
1.17,4,0,5,62.5,57.0,6.68,6.63,4.16,5242
0.34,4,5,7,62.2,56.0,4.49,4.45,2.78,1084
0.45,4,4,7,61.8,55.0,4.92,4.95,3.05,1833
0.57,4,2,3,61.3,54.0,5.34,5.39,3.29,1292
0.41,4,4,8,62.3,55.0,4.78,4.82,2.99,1439
0.55,4,6,6,61.1,57.0,5.32,5.29,3.24,2644
0.7,0,1,1,66.3,63.0,5.58,5.43,3.66,1014
0.31,4,3,7,62.3,56.0,4.34,4.37,2.71,772
1.08,4,5,3,62.6,57.0,6.56,6.53,4.1,5189
0.5,4,5,4,62.1,54.0,5.11,5.13,3.18,1624
0.71,0,2,3,65.1,56.0,5.63,5.55,3.64,2112
1.5,0,0,4,64.5,59.0,7.2,7.07,4.6,5846
0.51,4,5,4,62.4,57.0,5.13,5.1,3.19,1781
0.71,4,5,4,62.0,55.0,5.7,5.75,3.55,3247
0.43,4,2,4,60.7,55.0,4.96,4.89,2.99,857
0.51,4,6,8,62.1,55.0,5.12,5.13,3.19,3446
0.3,3,5,4,62.0,58.0,4.29,4.26,2.65,844
1.13,0,2,2,64.4,58.0,6.59,6.51,4.22,4113
0.7,4,4,3,60.7,57.0,5.73,5.75,3.49,2833
0.34,4,5,8,62.0,56.0,4.47,4.5,2.78,1163
1.01,1,5,2,56.7,61.0,6.68,6.7,3.79,4413
1.03,2,0,2,58.0,60.0,6.64,6.67,3.86,3729
0.3,3,4,6,61.6,58.0,4.35,4.28,2.66,945
0.32,3,2,6,62.3,58.0,4.33,4.37,2.71,645
0.41,3,5,5,61.8,58.0,4.75,4.73,2.93,1153
0.34,2,1,4,62.1,57.0,4.44,4.48,2.77,477
0.23,2,5,6,61.4,55.0,3.92,3.99,2.43,458
1.25,3,0,2,61.3,58.0,6.98,6.95,4.27,4018
1.0,2,3,4,62.4,58.0,6.31,6.38,3.96,6449
0.56,4,2,5,60.2,57.0,5.38,5.35,3.23,1888
0.71,3,2,6,61.5,62.0,5.74,5.68,3.51,2863
0.33,2,6,5,63.2,56.0,4.45,4.44,2.81,1109
0.48,3,2,3,61.9,58.0,5.04,5.01,3.11,990
0.71,1,5,3,63.2,57.0,5.67,5.72,3.6,2494
0.31,4,6,4,60.8,56.0,4.39,4.42,2.68,692
0.72,4,4,5,61.3,56.0,5.74,5.78,3.54,3759
1.0,3,1,2,58.2,60.0,6.61,6.55,3.83,2795
0.35,4,2,5,61.8,57.0,4.53,4.56,2.81,646
0.52,2,3,6,63.2,57.0,5.08,5.11,3.22,1833
0.42,4,5,7,61.6,56.0,4.82,4.85,2.98,1400
0.32,4,3,5,62.3,54.0,4.37,4.39,2.73,645
0.27,4,2,5,62.3,56.0,4.15,4.17,2.59,464
1.0,3,0,3,60.8,58.0,6.39,6.44,3.9,3712
1.16,3,2,2,62.1,58.0,6.72,6.65,4.15,3573
0.91,2,6,2,63.4,59.0,6.12,6.15,3.89,3911
1.01,1,3,3,63.7,60.0,6.32,6.28,4.01,5113
0.32,4,5,4,62.3,56.0,4.38,4.41,2.74,702
1.14,2,6,3,60.2,60.0,6.7,6.85,4.08,7106
1.01,2,1,4,60.9,59.0,6.42,6.45,3.92,5067
0.34,4,5,4,62.4,54.0,4.49,4.48,2.8,956
0.31,4,3,4,61.8,57.0,4.34,4.36,2.69,544
1.0,3,4,4,62.1,58.0,6.45,6.36,3.96,6047
1.01,3,4,2,62.2,59.0,6.38,6.42,3.98,4416
0.31,4,6,5,61.6,55.0,4.37,4.4,2.7,766
1.2,2,1,5,63.1,58.0,6.7,6.62,4.2,5322
1.0,1,6,2,64.3,60.0,6.22,6.19,3.99,3965
0.9,4,6,5,61.9,59.0,6.14,6.17,3.81,7393
0.41,4,5,2,61.2,56.0,4.81,4.84,2.95,760
0.52,4,3,2,61.5,56.0,5.15,5.19,3.18,1170
0.34,4,2,4,61.4,57.0,4.48,4.55,2.77,537
0.27,4,4,7,62.5,56.0,4.1,4.14,2.57,760
0.34,1,5,2,63.7,55.0,4.46,4.43,2.83,612
0.3,2,3,5,62.1,55.0,4.28,4.31,2.67,585
0.31,4,4,4,62.1,57.0,4.36,4.34,2.7,802
0.39,4,2,6,62.1,54.3,4.63,4.69,2.9,853
0.38,3,3,3,59.5,62.0,4.71,4.67,2.79,855
0.99,4,4,3,62.8,57.0,6.3,6.38,3.98,5728
0.7,4,2,7,61.6,57.0,5.69,5.74,3.52,2827
0.72,3,4,6,61.1,58.0,5.78,5.84,3.55,3250
0.31,4,4,8,62.0,56.0,4.36,4.32,2.69,1046
1.14,4,2,5,61.9,53.0,6.73,6.75,4.17,6926
0.32,4,6,3,62.0,57.0,4.37,4.4,2.72,589
1.02,2,2,4,60.0,63.0,6.54,6.49,3.91,4604
0.41,3,3,3,61.7,59.0,4.73,4.71,2.91,923
1.16,4,1,3,62.4,57.0,6.71,6.75,4.2,5107
0.71,2,2,3,60.7,60.0,5.73,5.76,3.49,2266
1.0,3,2,3,61.2,62.0,6.36,6.32,3.88,4469
0.72,4,6,3,60.5,56.0,5.79,5.84,3.52,3550
0.72,4,5,4,61.5,56.0,5.71,5.77,3.53,3385
1.01,1,2,5,63.8,59.0,6.3,6.34,4.03,5416
0.71,2,4,2,59.0,58.0,5.84,5.89,3.46,2098
0.51,3,6,3,60.1,60.0,5.14,5.18,3.1,1569
0.32,4,4,6,61.9,57.0,4.36,4.39,2.71,786
0.71,3,5,3,59.2,59.0,5.86,5.83,3.46,2817
0.7,3,3,5,61.0,59.0,5.68,5.77,3.49,2512
